Trash Pollution,Oil Concentration,Bacteria Level,Algae Concentration,Humidity,Wind Direction,Air Temperature
Medium,1.17,288,3.14,51,169,25
High,2.5,387,9.12,99,264,35
,1.74,66,7.47,42,52,-8
High,1.97,150,0.34,25,47,-2
Medium,0.26,389,1.42,26,107,-10
Medium,0.29,221,5.97,58,35,12
Low,1.84,178,9.29,33,79,-7
Low,1.44,166,1.63,32,34,25
Medium,1.43,201,10.88,68,215,-9
High,2.11,203,13.95,56,343,36
Medium,1.91,76,6.07,36,191,13
High,1.43,250,4.53,17,9,12
Low,3.74,190,11.13,75,317,21
Low,1.56,191,12.66,59,281,20
Low,1.19,349,1.69,17,107,23
Medium,2.71,359,13.3,64,214,26
High,1.53,159,8.48,91,215,17
Medium,3.44,66,4.35,94,245,22
Medium,3.51,151,14.59,77,253,34
High,3.48,383,10.24,82,235,27
Medium,2.44,161,14.32,83,352,31
Medium,2.68,223,11.04,98,6,27
Low,1.11,144,0.11,34,36,19
High,1.36,115,7.91,92,314,37
Medium,3.79,78,4.32,39,119,13
High,,304,12.37,53,312,25
Medium,1.83,15,5.05,37,89,0
High,3.07,293,13.36,95,306,36
Low,2.47,266,14.08,66,187,40
Low,1.32,382,2.87,58,218,20
Medium,1.11,243,6.25,,104,20
High,2.36,263,0.63,43,250,26
High,1.76,129,14.35,34,33,17
Medium,0.01,33,5.09,59,1,4
High,0.86,202,8.35,,131,-1
Low,2.52,44,6.11,83,116,20
High,0.3,72,7.35,19,202,18
Low,3.6,158,4.52,63,300,38
Medium,1.7,97,4.86,33,57,15
High,3.06,295,9.77,66,343,35
High,0.6,299,6.36,91,233,24
Low,2.8,391,12.23,95,356,38
Medium,3.76,167,1.32,33,141,16
High,2.75,294,14.66,87,272,38
Low,0.31,326,6.41,15,82,8
High,2.14,161,13.86,76,358,37
Low,2.4,15,7.21,14,198,14
,2.12,280,14.15,99,312,32
Medium,2.82,150,8.85,94,304,23
,1.34,33,6.58,47,3,24
Low,2.09,151,11.58,100,217,27
Medium,3.49,27,13.11,49,95,-2
Medium,1.71,105,6.78,28,319,0
High,1.73,352,6.54,66,53,24
High,2.73,205,7.8,56,241,
,1.19,116,5.11,20,221,24
Low,3.9,174,14.82,37,321,39
High,1.31,308,4.06,30,118,18
High,3.66,281,7.89,91,185,24
Medium,0.87,191,10.82,69,323,23
Low,3.02,107,7.22,98,185,4
Medium,3.23,169,13.28,66,182,9
High,1.12,269,4.07,56,302,22
High,3.31,165,9.54,,292,28
Low,0.45,214,10.83,66,350,12
High,3.53,354,4.06,95,304,25
Medium,3.95,246,8.57,77,242,32
Low,1.82,342,3.96,15,70,22
Low,1.78,44,13.72,69,313,22
Medium,2.14,370,14.88,92,193,21
Medium,0.49,176,0.96,20,201,10
Medium,1.36,86,5.05,44,45,19
High,3.33,288,13.6,59,332,21
Low,0.48,369,7.18,51,295,12
High,2.57,282,13.71,56,305,33
Low,2,319,7.3,55,122,21
Low,1.81,156,6.99,55,55,-10
Low,2.4,92,0.77,32,,0
High,1.13,33,1.52,31,12,4
Medium,3.74,363,4.49,63,245,34
Low,0.65,318,1.68,59,,-7
Medium,3.17,355,9.87,64,335,32
Medium,1.57,381,8.11,14,194,24
Medium,0.38,342,7.77,90,354,23
Medium,1.93,255,14.48,65,241,39
Medium,1.24,186,0.7,28,43,11
Low,3.72,338,4.84,70,346,18
Medium,0.37,76,6.69,34,150,4
High,2.94,388,13.76,80,218,12
Low,0.84,178,0.02,51,71,19
Medium,2.45,377,14.06,20,357,27
Medium,3.75,293,10.98,63,234,37
Medium,2.99,244,9.87,90,208,39
Medium,1.11,320,12.14,55,202,22
High,3.01,208,13.75,83,184,40
High,0.64,55,4.59,55,140,8
Low,0.48,185,7.68,76,198,39
High,2.2,261,4.07,52,214,15
Medium,1.45,82,1.93,47,138,17
High,2.46,201,1.41,100,325,23
Medium,1.73,49,4.72,54,359,35
Medium,3.39,153,0.71,25,158,12
High,3.3,239,6.76,78,232,28
Low,3.98,389,5.92,68,222,31
High,1.48,327,0.54,24,7,12
Medium,1.14,264,8.16,88,311,23
Medium,3.35,222,13.24,92,252,4
Low,3.82,165,14.58,66,326,40
Medium,0.98,121,1.96,97,192,23
Low,1.41,246,12.5,77,102,35
Low,1.42,268,8.59,68,348,23
Medium,1.58,65,1.52,39,187,0
Medium,3.15,244,4.45,63,197,34
,1.42,203,4.83,61,201,21
Medium,0.47,328,14.68,47,183,9
Medium,0.97,85,0.45,59,113,
Low,0.76,192,1.97,52,356,9
Low,1.79,159,2.39,24,83,39
High,2.14,395,9.07,,291,27
Low,1.24,117,4.48,21,158,-10
Medium,0.08,81,6.35,18,147,9
Medium,1.31,156,13.04,81,11,21
Medium,1.32,344,6.27,66,187,39
Medium,1.23,121,2.58,51,151,5
High,,298,3.03,21,345,7
Low,1.94,127,4.16,51,57,6
Medium,3.08,330,8.68,60,262,25
Low,0.44,72,3.58,60,182,20
Low,1.81,71,7.38,58,277,27
Medium,0.81,78,3.15,54,69,-1
Medium,1.9,339,3.37,40,73,20
Medium,1.44,181,0.41,25,194,-6
Low,1.76,222,4.34,23,11,13
Medium,1.47,62,3.08,45,48,6
Medium,2.83,374,10.36,80,332,8
Medium,1.97,144,0.55,17,5,12
Medium,2.26,163,6.19,91,240,26
Low,2.77,344,6.71,42,72,9
High,1.37,27,6.98,58,79,4
Medium,2.77,124,6.89,99,268,20
,0.84,139,7.22,53,184,9
High,0.56,363,0.35,58,5,11
Medium,0.26,328,12.09,82,188,23
Low,1.62,229,1.7,43,141,-2
High,0.22,161,4.54,33,6,0
High,2.71,152,7.44,,230,26
Medium,1.72,273,12.2,97,230,25
High,1.38,227,4.76,88,252,27
Low,3.59,160,6.22,71,227,22
High,2.21,167,7.37,61,217,24
Low,1.59,325,12.15,86,359,11
Low,1.71,262,5.72,93,331,38
Low,2.01,142,5.56,56,55,11
High,1.37,171,4.66,24,178,15
Medium,3.55,261,8.11,89,340,35
Low,3.09,71,13.41,58,250,33
Medium,2.17,194,12.16,23,255,30
,2.25,179,1.76,90,309,26
Medium,3.21,181,11.01,,10,-10
High,1.02,199,10.41,49,260,9
Low,1.61,75,4.1,37,37,17
Medium,3.15,122,4.06,52,286,21
High,2.99,346,3.15,37,177,-5
Medium,2.44,290,13.28,76,151,21
,1.89,21,3.48,47,111,21
Low,3.61,165,6.74,58,289,35
Medium,1.52,146,7.22,53,5,-8
Low,0.26,29,7.02,44,33,2
,3.92,340,12.29,89,304,31
High,0.12,382,12.8,92,217,23
Low,,183,7.02,73,239,25
High,,153,8.62,75,328,24
High,2.44,179,4.37,42,49,-2
Medium,0.8,131,1.98,33,61,12
Low,3.19,220,13.96,64,186,27
Medium,1.04,117,6.32,45,274,6
Medium,3.61,221,10.26,58,188,32
Medium,2.17,295,5.51,63,331,21
Medium,,123,7.46,53,104,-1
High,2.11,327,3.31,,259,
High,1.68,276,14.29,87,255,34
High,2.16,313,14.9,58,337,
Medium,2.3,279,6.22,52,324,27
Low,1.85,12,0.24,,59,6
Medium,3.37,219,5.43,88,293,30
High,3.56,118,4.39,84,204,23
High,2.7,383,14.38,64,273,28
High,1.4,201,4.1,52,250,30
Medium,0.24,181,14.29,18,177,-8
Medium,1.71,192,7.14,49,,23
Medium,,231,10.55,68,338,25
Medium,3.37,399,8.36,80,55,23
High,2.12,162,12.36,79,315,25
Medium,1.42,90,1.74,43,236,-10
Low,,226,11.62,26,327,32
Low,0.81,55,6.59,16,172,-10
Low,3.58,205,6.33,64,324,30
High,1.86,16,6.11,39,26,10
Low,1.5,18,6.58,40,83,6
Medium,0.7,32,7.95,98,105,0
Low,1.24,184,5.67,18,248,-3
Medium,0.48,60,5.43,42,149,27
Medium,1.73,144,7.42,98,190,40
High,1.85,149,4.93,44,176,-2
Medium,3.35,167,5.46,99,313,28
High,1.52,195,15,72,251,33
Medium,1.77,169,2.88,43,49,13
Medium,2.12,120,2.16,37,92,-10
Medium,0.22,52,4.96,33,5,12
High,1.56,255,5.32,81,279,22
Low,1.37,292,0.58,93,351,32
Medium,1.34,371,5.62,40,93,4
High,2.67,267,13.18,,272,22
Medium,0.52,381,13.3,39,114,5
Low,0.27,56,1.88,53,0,8
Medium,1.6,38,7.48,22,134,8
High,2.73,18,7.9,75,267,24
Low,0.73,266,5.43,71,345,40
Medium,1.89,180,13.64,18,160,-10
Low,2.8,322,0.55,56,155,19
,2,98,1.19,30,86,13
Medium,1.9,188,5.86,25,124,16
Low,0.74,318,6.52,16,66,31
Low,2.12,172,3.85,56,196,4
High,2.09,217,14.17,94,169,21
Medium,,345,2.76,24,324,20
High,2.54,197,11.59,75,232,34
Medium,2.94,97,13.51,32,345,21
Medium,1.37,43,0.27,38,10,33
Medium,2.86,224,8.57,59,192,33
Medium,0.83,8,4.94,16,54,25
Low,0.56,202,0.2,21,98,
Low,0.17,174,5.45,34,97,22
Medium,2.73,177,10.6,18,292,23
Low,2.7,221,6.85,51,329,30
High,0.99,1,6.04,33,169,-8
Medium,1.84,13,7.26,23,7,33
Medium,3.97,147,4.46,76,219,18
Low,2.77,363,0.54,56,343,31
Low,2.76,339,0.4,49,43,23
Low,2.82,179,10.19,59,216,34
,2.39,341,8.57,65,273,20
Low,1.22,125,6.83,,182,21
Low,1.65,241,11.94,91,187,25
Low,1.56,69,2.36,42,115,26
Medium,1.84,387,11.07,22,306,12
High,0.76,58,3.53,23,129,21
Low,1.69,130,10.14,16,181,-7
High,2.52,310,6.87,80,251,21
Low,0,125,12.53,61,340,40
Medium,0.03,52,1.01,59,153,12
Medium,2.74,204,14.85,87,303,39
,3.4,74,12.66,84,271,36
Medium,1.44,253,9.48,80,307,38
High,4,179,5.43,54,294,29
Medium,2.92,290,6.8,92,,-1
Low,3.63,219,9.59,94,207,40
Low,1.64,255,12.33,82,200,36
Medium,2.36,281,8.75,84,285,26
High,2.71,381,7.22,77,320,37
Medium,1.24,268,13.55,89,227,28
Low,0.76,324,7.54,80,235,28
Medium,3.41,279,5.82,73,302,31
High,3.71,162,5.78,56,214,28
Low,1.43,109,8.24,39,33,20
Low,2.65,90,6.13,42,190,19
High,3.57,395,11.89,44,256,40
High,,336,3.37,88,326,30
Medium,1.29,163,14.12,55,293,38
Medium,0.91,250,4.01,39,350,22
High,0.29,164,5.42,34,174,22
Low,0.06,183,7.18,25,12,23
Medium,2.55,346,7.15,61,307,32
Medium,0.6,130,0.65,,117,-2
Low,1.1,270,1.01,66,159,-1
High,1.54,296,7.05,56,82,21
Low,0.36,175,2.31,20,19,3
High,1.87,199,2.36,14,11,24
Low,3.81,178,10.57,76,245,23
High,3.27,176,5.98,54,314,28
High,1.68,350,14.48,66,263,22
Low,2.8,15,9.06,50,112,-3
Low,0.66,161,1.91,15,24,-4
Medium,0.64,134,0.2,50,170,23
Medium,0.98,66,7.49,20,29,0
Medium,1.65,110,2.2,18,73,29
High,0.24,64,2.8,39,58,-6
Low,0.75,267,5.66,62,27,20
Low,0.36,161,7.06,51,340,37
Medium,2.53,375,4.2,,312,24
Medium,0.33,112,1.82,45,145,-2
Medium,2.67,200,10.84,65,236,36
High,1.31,54,9.28,97,277,25
High,2.72,358,4.1,58,126,23
High,0.58,382,7.02,64,210,29
High,3.14,318,12.44,55,360,38
Medium,1.35,270,6.55,23,110,7
Medium,3.77,27,6.72,39,187,-3
Medium,1.29,246,5.43,88,243,20
Low,3.8,251,4.61,48,217,24
Low,1.61,39,5.23,21,107,4
High,2.36,113,3.55,35,174,21
Medium,1.53,164,7.29,71,254,21
Medium,1.35,227,7.31,51,,-6
Low,1.7,180,4.79,43,266,1
Low,0.29,77,8.99,81,125,14
Low,1.03,152,1.87,18,122,0
Medium,3.07,337,8.96,97,262,27
Medium,0.45,179,7.33,70,29,-3
Medium,1.56,365,2.54,55,68,16
High,0.93,17,1.49,37,332,17
Medium,0.29,8,6.56,91,144,17
Medium,1.81,186,6.35,40,185,-7
High,1.49,131,7.62,66,220,36
,1.32,124,1.95,23,65,
Low,2.15,200,9.59,65,183,28
High,,191,14.96,35,303,26
High,2.26,159,7.82,72,182,24
Low,0.49,317,11,25,199,25
Medium,,400,4.24,76,6,8
Low,3.86,225,9.42,85,280,37
Medium,0.89,139,7.11,16,49,-7
Low,1.77,7,14.08,20,22,16
High,3.25,293,13.95,86,350,26
High,3.98,225,3.46,82,215,5
High,1.54,254,10.31,90,321,39
High,1.27,153,0.88,26,101,35
Low,0.07,55,0.37,35,102,-5
High,0.48,178,1.26,42,359,20
Medium,1.37,212,11.98,67,261,26
High,1.22,348,1.54,82,205,30
Medium,0.46,110,1.83,85,30,19
Low,1.08,195,2.95,39,59,-9
Medium,1,384,5.09,79,233,37
High,2.94,310,9.78,29,209,36
High,3.91,302,9.09,54,268,
High,2.04,366,12.07,58,274,34
Low,3.74,192,2.88,37,56,-9
Low,3.9,48,6.43,58,198,35
Medium,1.8,181,0.52,33,352,6
Low,1.96,135,6.16,,148,5
Low,0.5,153,4.18,77,121,20
High,3.25,400,10.37,66,195,24
Low,1.36,184,0.85,27,153,-2
Medium,1.27,109,6.65,58,188,22
Medium,2.53,307,4.92,98,356,31
High,3.26,312,1.47,95,297,37
Medium,2.45,301,5.93,50,291,40
High,2.76,273,10.95,91,191,38
Medium,2.14,37,2.8,23,317,-3
Medium,,334,10.22,84,324,31
Medium,1.55,380,8.17,76,236,32
High,0.93,122,2.88,46,122,11
Medium,1.5,109,1.52,42,194,-7
High,3.77,4,3.11,22,122,21
Low,1.14,102,5.76,45,,-6
Low,2.76,303,5.23,85,210,40
High,0.91,181,3.11,35,120,7
Medium,4,271,6.52,78,281,22
Low,2.84,167,13.89,63,355,24
Medium,1.5,193,5.61,62,180,31
Low,1.85,232,0.86,16,132,15
Medium,1.81,30,2.74,20,74,4
High,1.61,230,8.73,90,244,22
Low,1.84,72,1.09,58,108,15
Medium,3.58,45,4.86,59,25,-5
Medium,3.1,184,3.41,90,275,28
High,0.38,188,5.47,20,221,16
,0.64,101,3.62,31,240,20
High,2.51,196,2.27,55,291,38
High,1.87,60,3.72,43,114,-9
Medium,3.22,180,7.4,97,210,37
High,0.44,89,0.73,53,191,19
Medium,1.49,59,2.87,41,83,-8
Low,3.54,59,2.11,33,25,5
Medium,3.29,338,5.3,38,191,15
Low,0.79,176,0.15,26,171,-5
High,2.25,248,6.43,53,232,-7
Medium,,193,12.69,50,70,22
Medium,0.83,152,0.88,36,336,1
High,2.61,18,10.36,99,197,22
High,2.32,188,11.22,80,269,24
Medium,1.77,378,8.59,71,266,21
High,2.19,220,11.88,83,194,32
High,0.22,4,1.61,27,90,6
Medium,3.77,197,9.68,81,79,37
Medium,1.14,62,4.55,70,173,12
Medium,1.94,253,7.04,22,58,-1
High,,284,14.23,61,321,
High,2.37,194,4.19,77,334,20
Medium,0.83,319,9.71,68,198,26
Medium,2.55,282,14.46,97,275,32
Medium,1.07,107,5.42,19,32,-3
High,2.54,307,11.46,88,303,40
Low,0.08,338,3.81,42,13,17
Medium,0.21,396,0.2,72,247,28
Low,1.83,386,9.99,58,351,36
Medium,3.85,254,10.71,84,41,28
High,2.5,243,9.03,69,296,-7
Medium,0.76,343,5.05,69,57,39
Low,0.89,166,2.34,,224,-9
Medium,0.72,276,4.79,50,209,38
Medium,1.61,105,6.93,92,262,35
Medium,0.82,102,5.16,44,82,7
High,0.28,388,5.91,26,185,16
Low,1.88,29,2.29,55,131,0
Low,2,2,3.46,34,183,20
Low,0.78,250,5.65,65,123,21
,1.67,397,1.15,41,55,-5
,,40,2.97,56,85,-5
Medium,3.79,114,7.19,53,87,
High,2.92,270,7.09,64,304,31
Low,2.49,108,6.6,26,146,23
High,0.86,75,5.89,68,64,10
High,1.37,200,4.62,75,350,38
Low,0.05,183,2.04,26,75,-2
High,0.32,96,7.42,50,45,
High,1.59,328,5.39,,222,-6
High,2.99,63,2.85,69,88,35
High,0.18,121,3.79,17,127,-9
Low,0.2,164,6.73,60,326,1
High,1.55,171,7.49,90,274,35
Medium,1.65,339,2.06,24,62,17
Low,1.06,128,4.56,16,147,-3
Low,1.97,334,4.08,98,277,22
High,0.94,78,1.89,28,139,-5
Medium,2.25,226,7.53,58,216,24
High,3.87,285,5.45,72,67,23
Medium,1.64,91,0.56,26,226,16
Low,2.38,196,14.97,60,193,33
High,3.84,125,11.34,61,222,30
High,2.24,154,6.67,73,226,37
High,1.35,227,7.49,77,318,22
High,1.57,103,2.85,81,289,13
High,,234,8.5,64,215,40
High,1.5,198,4.28,77,299,23
High,3.46,243,1.72,61,213,37
Medium,1.64,320,10.26,94,307,36
Low,1.85,108,3.96,58,142,-6
Low,0.47,179,10.71,41,46,34
Medium,1.77,183,4.05,38,153,6
Medium,1.2,129,3.2,30,31,1
High,1.07,136,8.42,37,94,4
,3.32,26,4.72,79,240,38
High,2.63,9,14.77,72,324,
Medium,0.09,124,2.37,55,314,14
Medium,2.65,307,5.76,100,187,31
Low,1.99,58,5.48,28,80,-8
Medium,0.03,342,5.63,74,98,37
Low,1.34,262,3.12,41,178,24
Medium,1.47,115,3.74,52,22,23
High,1.87,150,5.56,43,200,2
Medium,,179,5.3,57,199,6
Medium,2.42,129,0.78,34,199,-8
Medium,2.23,289,12.5,74,354,21
Medium,1.37,351,4.55,72,331,32
Medium,1.67,98,5.75,42,11,23
Low,1.5,174,4,81,349,-10
Medium,1.32,163,8.97,33,86,32
Medium,2.12,292,9.58,94,258,8
Medium,1.37,101,6.01,44,3,4
High,0.94,128,1.04,22,249,9
Medium,1.77,23,10.14,48,86,21
Medium,1.12,123,6.33,42,112,-9
High,0.94,108,4.15,18,246,-9
Medium,3.54,187,7.02,56,304,21
,3.92,187,12.55,90,354,
Low,1.97,120,0.55,42,131,31
Low,1.56,216,5.93,95,240,31
Medium,0.31,269,6.32,14,259,4
,0.81,130,7.13,89,65,3
Low,1.21,61,1.43,61,117,24
Low,0.03,177,12.16,21,57,-8
Medium,2.19,207,5.04,53,284,26
Low,2.08,260,5.81,75,196,-9
Low,3.76,89,5.73,55,48,1
High,2.67,271,0.17,38,271,33
High,1.54,121,6.97,59,54,22
Low,0.06,178,6.77,39,140,21
Medium,1.9,167,4.35,42,51,7
High,3.18,302,4.53,54,345,29
High,3.8,381,4.23,96,284,35
Medium,0.7,287,0.16,53,96,10
High,1.92,376,8.62,87,197,-7
Low,1.54,391,11.33,68,249,27
Medium,1.73,143,6.04,27,52,-4
Medium,1.78,163,5.06,,72,35
Low,0.47,76,2.94,29,218,18
Medium,0.58,287,5.65,52,258,-2
Medium,0.05,200,3.32,29,172,15
High,3.56,18,6.31,57,345,25
Medium,0.03,140,11.73,24,199,11
Low,3.54,197,6.56,70,355,30
Medium,0.32,64,5.55,88,68,39
Low,1.93,311,5.2,68,308,36
High,1.23,45,8.93,60,127,-8
Low,1.5,109,1.75,17,81,0
Medium,0.56,82,8.1,21,54,25
Medium,1.11,24,11.74,40,19,12
Low,0.71,30,8.49,17,75,6
Low,3.08,324,13.37,96,108,40
,1.83,144,10.5,41,177,8
Medium,1.53,60,2.85,55,154,15
Medium,0.94,115,9.46,64,190,31
Low,1.66,8,5.42,29,41,22
High,0.27,125,1.99,39,7,19
Low,1.44,64,1.4,52,104,12
Low,0.89,195,5.7,47,179,23
Medium,3.56,385,14.98,60,321,33
Low,1.61,86,5.44,31,27,25
Low,1.55,164,14.7,86,335,24
High,0.86,233,9.75,37,248,22
High,1.84,263,10.35,89,282,31
Medium,1.15,19,5.22,44,152,-5
Low,,205,12.51,77,296,31
High,3.15,261,14.18,55,306,39
Low,0.5,65,5.6,47,8,24
Medium,1.03,108,0.01,56,327,-2
Low,1.97,193,4.68,43,50,23
Medium,1.6,113,1.71,47,24,-8
Medium,1.64,158,6.03,26,51,9
Low,0.97,305,0.05,23,173,6
Medium,0.12,11,7.44,34,74,23
Medium,0.25,22,7.03,91,227,30
Medium,,351,6.94,50,274,20
Medium,1.41,95,1.16,39,27,7
High,3.09,49,5.74,86,213,30
Medium,1.77,210,10.11,98,88,36
Medium,1.78,334,13.19,80,256,21
Low,1.11,66,1.56,45,57,24
High,1.33,186,7.03,62,,-3
Medium,3.03,15,5.7,54,330,29
High,1.34,310,5.95,55,183,30
High,2.47,239,8.34,83,308,40
High,,151,5.28,55,282,
Medium,1.84,161,4.36,60,134,25
Low,1.78,138,2.85,52,15,7
Low,2.58,109,9.71,18,95,-8
Low,0.15,108,9.89,45,107,0
Low,2.78,214,8.85,72,207,34
Low,2.46,266,14.61,70,226,35
High,1.19,148,5.46,24,181,21
High,3.17,366,12.61,,309,39
High,1.62,318,12.18,51,272,33
High,1.92,327,11,91,327,29
Medium,1.77,71,3.31,26,4,5
Low,1.16,95,2.84,58,51,29
Medium,0.46,55,1.98,18,199,9
Low,1.96,3,6.78,55,156,
High,0.11,10,1.41,48,90,-9
High,3.01,203,11.23,95,307,34
Medium,1.83,123,4.3,26,44,12
Low,0.6,180,2.12,18,134,-6
,1.2,152,7.34,83,5,28
Low,3.89,163,5.72,60,120,23
Low,0.56,8,0.17,22,252,-5
High,1.67,326,7.19,62,234,26
Low,3.42,71,6.49,25,39,5
Medium,2.01,342,6.07,56,202,33
Medium,0.45,124,0.36,34,73,21
High,1.14,162,14.06,76,210,33
Low,0.3,133,4.87,40,145,28
Low,1.75,334,7.39,85,322,25
Low,2,64,4.72,68,354,23
High,1.37,2,2.05,21,166,10
High,0.97,114,9.06,33,129,-6
High,3.42,121,6.2,54,320,28
,3.66,317,7.55,77,316,33
High,1.4,128,9.43,19,1,
Low,0.09,10,5.03,,107,40
Medium,1.06,158,1.09,38,95,11
High,1.31,102,10.33,51,271,22
High,0.72,51,7.06,30,261,24
Low,0.29,174,2.45,24,151,-6
Low,0.76,131,4.16,52,9,13
,1.92,20,5.54,41,64,39
High,1.95,173,10.69,94,289,26
Medium,,161,12.52,73,320,22
Low,1.65,311,4.69,47,158,1
High,2.75,257,4.35,67,235,28
Medium,1.32,234,9.3,64,291,14
Medium,1.36,125,1.94,45,5,2
High,3.48,357,4.68,98,263,37
Medium,0.02,218,4.26,52,18,-4
High,3.38,208,7.72,,83,37
Low,0.82,57,2.31,42,111,19
Medium,1.08,180,4.87,37,6,18
High,3.48,66,6.77,26,0,19
Low,3.53,169,7.41,95,188,20
Low,1.24,132,4.77,42,152,13
Medium,2.88,384,6.85,33,100,21
High,1.29,399,4.8,50,189,18
Medium,1.08,301,5.61,14,83,-5
Medium,1.94,93,6.74,48,92,22
Low,1.16,389,3.74,37,185,21
Medium,0.26,386,6.17,81,79,9
Low,1.63,300,6.27,90,169,5
Low,0.75,274,2.87,35,55,23
Medium,0.51,25,14.84,47,357,0
Low,1.62,85,3.5,17,41,22
Medium,1.6,64,11.09,85,297,37
Medium,2.55,27,7.05,76,240,21
Low,1.32,88,6.3,22,92,15
High,2.27,209,5.9,58,224,28
Medium,0.7,188,1.36,24,45,24
Medium,3.95,354,4.39,57,258,34
Medium,0.16,181,0.66,42,106,-2
Medium,0.72,44,1.75,17,175,4
High,0.94,35,6.02,55,173,24
Low,,152,11.8,,310,29
,1.53,153,9.94,15,299,6
Low,1.29,358,6.08,97,177,10
Medium,2.79,359,7.77,56,338,29
High,2.58,83,0.36,91,189,37
High,1.2,248,10.85,82,302,35
Low,1.41,194,6.72,97,303,12
Medium,1.99,149,3.12,24,42,0
Medium,3.74,186,4.66,89,342,
High,1.4,79,6.49,59,,-9
Medium,0.67,111,4.19,40,154,17
High,,293,13.7,66,310,30
High,1.86,268,9.65,54,28,20
Medium,1.21,52,6.67,45,88,10
High,0.64,155,14.54,80,183,26
Low,0.25,148,0.77,28,177,4
Low,0.12,160,6.04,50,198,8
Medium,2.93,388,5.58,98,346,36
High,0.04,134,3.49,91,,-8
Low,1.56,378,4.63,37,44,23
Medium,2.87,349,7.35,55,253,36
Medium,2.58,297,6.19,55,15,26
High,1.68,215,12.4,100,317,36
Medium,2.95,290,6.37,94,217,39
Medium,1.3,273,4.61,92,359,32
High,1.69,154,11.81,60,185,28
Low,1.12,68,12.38,28,62,9
Medium,1.3,300,7.28,67,241,26
Low,0.36,64,6.58,38,285,
Medium,0.35,108,6.36,22,166,-6
High,3.73,303,8.79,94,339,30
High,2.53,155,9.83,67,244,36
Low,3.08,171,7.02,80,186,24
Medium,0.55,149,5.41,44,190,21
High,3,254,5.86,83,352,25
Medium,2.51,376,4.74,89,287,27
Medium,3.64,145,1.48,85,128,-3
Low,3.02,239,13.67,68,229,27
High,0.14,144,4.48,16,38,-1
Medium,2.34,382,4.88,79,30,40
High,1.86,67,9.88,92,19,29
Low,0.1,177,6.9,21,173,22
,0.39,111,0.66,37,75,9
Medium,1.63,71,4.67,40,192,14
Low,1.88,362,8.8,83,24,21
Medium,1.55,311,3.33,74,61,22
Low,1.2,101,6.6,51,41,25
Medium,0.32,101,14.25,53,319,33
Low,1.01,238,13.67,15,357,39
High,3.18,308,11.35,86,223,27
Low,1.49,280,6.92,78,74,-4
Medium,3.77,259,13.23,87,235,25
Medium,0.93,125,6.87,47,76,18
Low,1.08,93,6.41,93,188,27
Medium,3.83,120,3.66,58,131,40
High,1.14,258,14.58,62,327,27
Medium,1.27,153,10.44,93,280,25
High,2.84,243,9.57,98,256,19
High,1.92,285,6.32,19,318,34
Low,0.8,127,6.05,57,16,4
Low,0.73,64,11.52,42,192,17
Low,1.02,87,11.35,40,166,-2
High,1.43,368,12.67,32,31,23
,1.78,249,4.69,62,288,24
High,1.94,232,1.36,19,44,-6
Low,1.08,77,5.95,48,3,12
Low,0.43,196,2.34,20,190,8
Low,0.74,158,5.99,15,135,5
High,1.6,201,5.37,74,217,
,1.25,288,7.65,91,262,39
Medium,0.24,281,6.18,28,180,10
Low,3.48,374,8.17,64,336,30
High,0.84,147,4.66,60,45,5
Low,1.39,361,3.74,35,37,-2
Medium,0.94,31,8.3,59,243,27
High,1.69,163,1.67,58,,5
Low,1.32,29,6.96,38,171,18
High,0.76,67,5.38,25,29,-4
Medium,1.22,158,5.99,59,29,12
Medium,1.05,143,5.2,60,40,15
Medium,,172,11.09,100,269,33
Low,1.23,267,5.56,34,68,0
Medium,0.62,231,2.03,56,186,20
High,3.08,109,11.73,95,217,28
Medium,0.02,148,2.71,31,2,11
Medium,2.14,340,6.9,59,330,29
Low,0.7,89,1.69,45,124,-10
High,1.83,390,1.6,91,266,25
Medium,1.44,18,12.98,73,248,38
Medium,1,133,4.98,24,151,38
High,1.62,241,4.7,89,239,38
Low,1.91,146,1.27,32,198,2
Medium,1.87,264,4.34,75,247,28
High,2.16,377,8.99,71,288,37
High,1.63,109,3.75,46,71,-8
Low,2.37,336,7.42,57,264,21
Low,3.73,95,2.92,33,266,22
Low,1.2,303,5.73,15,158,-3
Medium,1.58,106,3.84,24,108,-2
Low,1.32,151,1.21,48,144,-8
High,2.09,364,3.41,26,190,19
Medium,0.39,286,12.26,88,322,24
High,2.4,244,12.98,78,189,27
Medium,2.73,60,2.74,33,128,26
High,0.45,103,2.22,48,118,2
Low,1.54,135,9.43,56,199,-4
High,1.51,130,14.38,,340,39
Medium,2.26,220,5.48,17,342,13
High,1.43,237,4.02,30,316,28
High,0.22,87,2.48,43,6,-6
Medium,0.79,154,10.05,,113,-9
Low,1.2,392,13.95,90,301,22
High,1.96,376,14.04,71,212,28
Medium,2.36,388,8.86,94,35,26
Low,3.31,49,6.65,98,222,36
Medium,1.2,378,11.69,68,226,21
Medium,3.25,280,14,87,260,23
High,1.56,167,13.4,78,209,40
Medium,0.29,375,3.93,,337,24
Medium,0.39,2,1.21,23,51,18
Medium,,322,8.03,66,206,3
Medium,2.46,170,8.23,95,184,39
High,0.01,252,13.54,65,276,30
Medium,1.57,37,3.92,50,,8
Low,2.04,332,5.66,58,185,26
Low,1.79,297,3.19,58,170,-3
High,3.88,73,8.5,45,37,15
